pixel,1067A,1072A,1077A,1082A,1087A,1092A,1097A,1102A,1107A,1112A,1117A,1122A,1127A,1132A,1137A,1142A,1147A,1152A,1157A,1162A,1167A,1172A,1177A,1182A,1187A,1192A,1197A,1202A,1207A,1227A,1232A,1237A,1242A,1247A,1252A,1257A,1262A,1267A,1272A,1277A,1282A,1287A,1292A,1297A,1302A,1307A,1312A,1317A,1322A,1327A,1332A,1337A,1342A,1347A,1352A,1357A,1362A
1	5.457735860784118e-06 5.546843437350881e-06 5.685506410164579e-06 5.913977124482967e-06 5.932299381558651e-06 6.081007797607183e-06 6.135766948662122e-06 6.154484160914286e-06 6.221782228572231e-06 6.1879934306576906e-06 6.1466296660406715e-06 6.227397266386099e-06 6.109436988231917e-06 6.062457011295515e-06 5.96811751995799e-06 6.036770354090069e-06 5.974267345514689e-06 5.944193234991494e-06 6.07358224581362e-06 6.305743298511557e-06 6.4101734894102874e-06 6.565699032852372e-06 6.650871633116102e-06 6.713738430529794e-06 6.911035005428518e-06 7.089761327267873e-06 7.135951704720663e-06 7.347270191103996e-06 7.3899743487934565e-06 7.180058305274989e-06 7.0321913503754604e-06 6.918466571275394e-06 6.978276785658532e-06 6.834206821347689e-06 6.726735621772319e-06 6.635739321950557e-06 6.674653361437475e-06 6.845979927952825e-06 6.638279202164968e-06 6.506740907404764e-06 6.536768266999966e-06 6.238748419797431e-06 6.390757842662583e-06 6.493748568927727e-06 6.309223609437212e-06 6.488003235266105e-06 6.810706430887332e-06 6.714500569533997e-06 6.7455078075365845e-06 6.853726541525175e-06 7.074037277404175e-06 6.967479878095042e-06 7.340228127151112e-06 7.042641691238121e-06 6.821227729205265e-06 7.046526282763435e-06 7.039922274714306e-06
2	5.507251236701151e-06 5.562015384296864e-06 5.780736182719416e-06 5.960874748506388e-06 5.967910729232992e-06 6.1467618139054075e-06 6.223434619090154e-06 6.204554135626687e-06 6.254152379624808e-06 6.153703031920864e-06 6.018911566949281e-06 6.1265257381613925e-06 6.034483616887059e-06 5.944136673262879e-06 5.846398250437182e-06 5.969680642189801e-06 5.960628131015461e-06 5.982041378181678e-06 6.051643511524863e-06 6.271813000310337e-06 6.409409318628158e-06 6.485276022375627e-06 6.611438357105185e-06 6.678834966184967e-06 6.912480209633832e-06 7.136299700618986e-06 7.162664136882868e-06 7.367636389340278e-06 7.3796221942571705e-06 7.200352743722837e-06 7.038145606236157e-06 6.8619772360955645e-06 6.8817029176728466e-06 6.8266712942671394e-06 6.687165870661398e-06 6.6551579518869094e-06 6.658743942224984e-06 6.634170080881381e-06 6.467858339523284e-06 6.381792561972792e-06 6.49050962723733e-06 6.220984637240062e-06 6.410042320669867e-06 6.444181894837043e-06 6.330139437128022e-06 6.537230353189497e-06 6.841849594233851e-06 6.694699077009526e-06 6.824174427735708e-06 6.8617814699603055e-06 7.1676956720567524e-06 7.068741603747202e-06 7.4238978139134655e-06 7.142521468255283e-06 6.9820946464615295e-06 7.24954359460535e-06 7.152660370396112e-06
3	5.557027661138542e-06 5.593023165289815e-06 5.857435431892403e-06 5.9801767057350506e-06 5.9904883102479e-06 6.178901553529175e-06 6.2170356295823634e-06 6.200327824618871e-06 6.208893740795993e-06 6.084547044108063e-06 5.9400627401705366e-06 6.048540517524087e-06 6.0048144182547825e-06 5.902421570535029e-06 5.821857394962209e-06 5.979438885335634e-06 6.0010925212655324e-06 6.085783818207455e-06 6.104037739421699e-06 6.2915985997625335e-06 6.404808733745013e-06 6.409675717136169e-06 6.550033432156467e-06 6.606545794187848e-06 6.884548202645555e-06 7.151202696158566e-06 7.16689972610299e-06 7.327948498325278e-06 7.34083373980054e-06 7.195089996073647e-06 7.063454412158349e-06 6.866099858585146e-06 6.82615553892369e-06 6.828177181534167e-06 6.670489083891199e-06 6.702818844674638e-06 6.691388873133018e-06 6.545288811424065e-06 6.405025207993393e-06 6.299934034393118e-06 6.469646731746734e-06 6.254419230648937e-06 6.438406031200826e-06 6.463134047308411e-06 6.392253533596603e-06 6.620833867873086e-06 6.8746197275412e-06 6.716811952777574e-06 6.901180101467357e-06 6.88045376580785e-06 7.18916514139186e-06 7.121242198792419e-06 7.419341967410247e-06 7.1917556097575004e-06 7.116244260967146e-06 7.36518833714951e-06 7.229172597791377e-06
4	5.617779174644245e-06 5.649573161036704e-06 5.922365848942823e-06 5.975844077271896e-06 5.997618002450695e-06 6.181068081318084e-06 6.143448261677695e-06 6.168122497306143e-06 6.12871985396405e-06 6.022463663008996e-06 5.876813457513049e-06 5.977063588769145e-06 5.997171386550222e-06 5.919476976569172e-06 5.8512236989085896e-06 6.041025113551575e-06 6.067056372835279e-06 6.206641063011344e-06 6.182838678751871e-06 6.329347226666393e-06 6.412962448600444e-06 6.361148479418953e-06 6.4910744263068e-06 6.530429439103164e-06 6.85290312364625e-06 7.135230909062076e-06 7.155339919502589e-06 7.258268315146968e-06 7.287147667397348e-06 7.166813197961583e-06 7.080196732401777e-06 6.894681078707056e-06 6.790812760860969e-06 6.834967926326628e-06 6.669134774126056e-06 6.775816061556698e-06 6.743365243992162e-06 6.516046036795783e-06 6.407718544659622e-06 6.251862878254885e-06 6.476689351190081e-06 6.3221432326440094e-06 6.476861557243017e-06 6.503148364347266e-06 6.461638653797914e-06 6.711235090061139e-06 6.904816328731573e-06 6.764526694169732e-06 6.976149268866975e-06 6.923480802230491e-06 7.199203536470449e-06 7.158503726706185e-06 7.383190711392522e-06 7.224285612688552e-06 7.218412764516751e-06 7.418822625602803e-06 7.307538240340095e-06
5	5.681526256783031e-06 5.73081541907166e-06 5.95009640593269e-06 5.937555979133369e-06 5.978422699673259e-06 6.13238731564234e-06 6.020495721415605e-06 6.117042974796032e-06 6.041171746358957e-06 5.981107486435059e-06 5.832847886358303e-06 5.9339429442318075e-06 6.02466801101595e-06 6.001165523590267e-06 5.94065848050537e-06 6.155739476217102e-06 6.149707992345294e-06 6.310488053254075e-06 6.275566525156399e-06 6.385976191360245e-06 6.449629589751486e-06 6.361694453873585e-06 6.444636872380083e-06 6.480936281732473e-06 6.8205565309576834e-06 7.06150586177832e-06 7.113126818577849e-06 7.1482457702893814e-06 7.20324687384941e-06 7.102205374045535e-06 7.0730755355467115e-06 6.931244942847658e-06 6.7856015802436195e-06 6.8541183725550026e-06 6.6920094759725906e-06 6.8599229382957764e-06 6.80033345351431e-06 6.557674073781286e-06 6.47343744397997e-06 6.251610344888205e-06 6.517844001507666e-06 6.431351339996224e-06 6.538668976427938e-06 6.546927847164549e-06 6.53286730271331e-06 6.792097580752899e-06 6.9203866794514545e-06 6.822462301646049e-06 7.02487406882913e-06 6.995463408709225e-06 7.217702415697036e-06 7.188014233403358e-06 7.336362842064696e-06 7.2308888731697525e-06 7.2681291490124544e-06 7.410261629447645e-06 7.3652538422151215e-06
6	5.7537215678016265e-06 5.822509095512914e-06 5.9361293404518785e-06 5.872668065820028e-06 5.9344618999259684e-06 6.035973107145826e-06 5.900407321083442e-06 6.05815088121247e-06 5.965349031769827e-06 5.9487912198409395e-06 5.813158218847295e-06 5.933390173301508e-06 6.085081401132568e-06 6.118730590367044e-06 6.071026305263939e-06 6.290769845750395e-06 6.243922162189527e-06 6.390851797831522e-06 6.369356217925665e-06 6.451220443644166e-06 6.509509825807562e-06 6.397853091945127e-06 6.411624883801323e-06 6.479856561545417e-06 6.781789246616087e-06 6.943428267557227e-06 7.031985582751781e-06 6.995156337225215e-06 7.0741838659758304e-06 7.009521917638852e-06 7.04276768947323e-06 6.9508016158312545e-06 6.804733790004319e-06 6.874847749873582e-06 6.736401569355356e-06 6.9280711394354726e-06 6.842201056432752e-06 6.638747233244843e-06 6.571831885710053e-06 6.3031652336141764e-06 6.585867066054221e-06 6.569854325225119e-06 6.6370406568347665e-06 6.574501433986355e-06 6.611966456762523e-06 6.857431773688459e-06 6.91359934721975e-06 6.871514851587448e-06 7.038591196641775e-06 7.0832964228377e-06 7.261894783483734e-06 7.219844737194903e-06 7.305059463055108e-06 7.225365568189583e-06 7.288077788035986e-06 7.37368399974573e-06 7.390808964549168e-06
7	5.8348774313964815e-06 5.902769221214628e-06 5.900366821266864e-06 5.795082300966848e-06 5.879299534311526e-06 5.914119835594622e-06 5.8209172211645465e-06 5.991943720222818e-06 5.908021770877773e-06 5.9181471347869565e-06 5.832796882294951e-06 5.979701725662775e-06 6.166097223400482e-06 6.245820236729663e-06 6.21785009486828e-06 6.404465772620708e-06 6.35563960282449e-06 6.465783691306468e-06 6.456686618144688e-06 6.5093087512600905e-06 6.571643658748636e-06 6.452102768325789e-06 6.396969279817092e-06 6.526915117776934e-06 6.736933163081659e-06 6.822817912636872e-06 6.910321303719166e-06 6.815866618277096e-06 6.9035461972416e-06 6.905000381547517e-06 6.998569434332276e-06 6.943517990520196e-06 6.838260499369621e-06 6.878481387090873e-06 6.800106751754898e-06 6.961881115321908e-06 6.86437789667379e-06 6.731448171520591e-06 6.688691462824797e-06 6.421245704205729e-06 6.6810036484076284e-06 6.726347174894984e-06 6.770314939534234e-06 6.594206666236923e-06 6.702086034084226e-06 6.913861124763462e-06 6.890473687696412e-06 6.901611877676162e-06 7.024303271151171e-06 7.1484842280266724e-06 7.316174794438529e-06 7.240745684091092e-06 7.290321965551524e-06 7.229280766524581e-06 7.308414798764935e-06 7.333609890457569e-06 7.390455633102645e-06
8	5.913459291478818e-06 5.949248189691459e-06 5.871072655926368e-06 5.721238571325704e-06 5.831739987067445e-06 5.800123978312599e-06 5.78919644032848e-06 5.926782608180643e-06 5.877167085370986e-06 5.899314396903102e-06 5.89065652053378e-06 6.057150575516092e-06 6.252267066648034e-06 6.360822733392464e-06 6.353374462077515e-06 6.473031171187252e-06 6.487071814874793e-06 6.55516236012837e-06 6.541078467468698e-06 6.555017627927899e-06 6.618624113584191e-06 6.508944495886256e-06 6.404789791490907e-06 6.599084869969836e-06 6.6986268867155286e-06 6.72994142377966e-06 6.761701977433544e-06 6.642524623973479e-06 6.724413664985953e-06 6.796986398601035e-06 6.942527831798256e-06 6.915632903332517e-06 6.871818362014741e-06 6.8590409427786574e-06 6.879880079001593e-06 6.962399249999114e-06 6.8823201406265595e-06 6.818631716874306e-06 6.820721442178654e-06 6.607854685291479e-06 6.801724693829608e-06 6.896743790576223e-06 6.9207542164544084e-06 6.6335594973472965e-06 6.801892400659293e-06 6.978376234923375e-06 6.882011369622087e-06 6.919538658655423e-06 7.0009246050961505e-06 7.159567205737219e-06 7.348870836336154e-06 7.22962534085094e-06 7.28449660113364e-06 7.260780636177533e-06 7.34782507184532e-06 7.3058511449595795e-06 7.393470342860907e-06
9	5.968386007972789e-06 5.956604350630836e-06 5.859055835085636e-06 5.674518127559058e-06 5.803104068321934e-06 5.7252291989908575e-06 5.792121595856449e-06 5.882219834888204e-06 5.877780948280318e-06 5.910052783156148e-06 5.96820619873808e-06 6.148053401805906e-06 6.33497265786539e-06 6.449894527319688e-06 6.460278216748866e-06 6.510331976685379e-06 6.617980759088761e-06 6.655142406083128e-06 6.6329382153461645e-06 6.597250033408263e-06 6.646884694130825e-06 6.556664574603807e-06 6.4320841719428375e-06 6.66978510441735e-06 6.677185397214336e-06 6.663654408281169e-06 6.614666993500091e-06 6.498762604250679e-06 6.5769707131316135e-06 6.688610530111873e-06 6.86890650084302e-06 6.878742148169096e-06 6.8956120538008155e-06 6.831991226120611e-06 6.966019185726415e-06 6.9424992123786704e-06 6.913509779988476e-06 6.895684894436966e-06 6.959328272401198e-06 6.835633768597321e-06 6.938377844831134e-06 7.074102643704717e-06 7.071815604634722e-06 6.721288755745719e-06 6.919728009550315e-06 7.0666364692719885e-06 6.921468279212219e-06 6.9476357164961976e-06 6.987811505865863e-06 7.12373287558841e-06 7.345570977061792e-06 7.181995174374331e-06 7.280671297606758e-06 7.320478395363734e-06 7.406741487447261e-06 7.293624220446697e-06 7.426894548331539e-06
10	5.98706329767905e-06 5.9420507267114005e-06 5.858887184954348e-06 5.675408748823221e-06 5.792424132597439e-06 5.708198972162637e-06 5.81763332857319e-06 5.8736027045228e-06 5.902030765209843e-06 5.954731642699697e-06 6.0509063510666215e-06 6.245233136332836e-06 6.410665921694005e-06 6.5090508871337375e-06 6.536444508374089e-06 6.546906465340106e-06 6.709615308418672e-06 6.732268719541213e-06 6.725521029411898e-06 6.641280401472506e-06 6.6621693369745056e-06 6.596458272443047e-06 6.469940915960399e-06 6.723576214620429e-06 6.665540189153728e-06 6.610708134161643e-06 6.501475918539401e-06 6.395490449742686e-06 6.477936392131486e-06 6.583685482684428e-06 6.781593358727652e-06 6.8424554627899215e-06 6.908674411431205e-06 6.823056395135352e-06 7.044574430831446e-06 6.922817534328645e-06 6.959715366468102e-06 6.966553176772319e-06 7.092748708209041e-06 7.059027420903096e-06 7.081262874704614e-06 7.241853669776997e-06 7.2184086148028664e-06 6.873252162979632e-06 7.065240643384895e-06 7.181266489783425e-06 7.0183069609816375e-06 6.997641144358094e-06 6.9993447471600975e-06 7.079597067541581e-06 7.318856443620266e-06 7.118198127716642e-06 7.27446035813143e-06 7.386132806957927e-06 7.4677594190887015e-06 7.290753737881888e-06 7.4833884505671585e-06
