pixel,1397A,1402A,1407A,1412A,1417A,1422A,1427A,1432A,1437A,1442A,1447A,1452A,1457A,1462A,1467A,1472A,1477A,1482A,1487A,1492A,1497A,1502A,1507A,1512A,1517A,1522A,1527A,1532A,1537A,1542A,1547A,1552A,1557A,1562A,1567A,1589A,1594A,1599A,1604A,1609A,1614A,1619A,1624A,1629A,1634A,1639A,1644A,1649A,1654A,1659A,1664A,1669A,1674A,1679A,1684A,1689A,1694A,1699A,1704A,1709A,1714A,1719A,1724A,1729A,1734A,1739A,1744A,1749A,1754A,1759A
1	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2	6.41694210595471e-06 6.651018521372593e-06 6.283942306303597e-06 6.447840232228179e-06 6.485338506605156e-06 6.499767556182258e-06 6.453392525963278e-06 6.605874196015209e-06 6.655932165357359e-06 6.563259997883466e-06 6.585972283731439e-06 6.620952340617469e-06 6.547004928255982e-06 6.3905165137069965e-06 6.309521293089906e-06 6.390012050116004e-06 6.383309973208518e-06 6.199203382378324e-06 6.244349419826115e-06 6.378833473003294e-06 6.328996701632878e-06 6.349107727152077e-06 6.5600669523967744e-06 6.5068831023531825e-06 6.5887305770198845e-06 6.533161319588699e-06 6.586749810956199e-06 6.8705975573780675e-06 6.9089975530539596e-06 6.797892389492282e-06 6.983237336485919e-06 7.166770359881838e-06 7.024193438068185e-06 7.12850563102359e-06 7.079458984719662e-06 7.097848872812866e-06 7.351360569248059e-06 7.333340160606136e-06 7.608191269449613e-06 7.4242579460826415e-06 7.465487335057853e-06 7.413559378586701e-06 7.487582507936651e-06 7.565078603544176e-06 7.307293503765138e-06 7.417955414475895e-06 7.441301151235594e-06 7.5837869619600066e-06 7.324666062733881e-06 7.316747098070195e-06 7.443235807826823e-06 7.3855945682645155e-06 7.3127899849156026e-06 7.127302112779016e-06 6.8970524739132255e-06 7.342032257199918e-06 7.392833030989641e-06 7.327319743696369e-06 7.228273477688869e-06 6.99895816877697e-06 7.163027665848846e-06 7.209279887806368e-06 7.127263645248805e-06 7.1863384087964936e-06 6.926318080841715e-06 7.053719955144915e-06 7.0695749607266245e-06 7.2485495157272806e-06 7.382595501140999e-06 7.110197919165702e-06
3	6.4824956121341285e-06 6.739699774956706e-06 6.4163325978131926e-06 6.523877910277895e-06 6.599275819288974e-06 6.648838314762322e-06 6.577009894849913e-06 6.723756728684147e-06 6.771764543121012e-06 6.635465937618172e-06 6.682902778095306e-06 6.71306041072842e-06 6.659112847469667e-06 6.5124237121832295e-06 6.4042165706908835e-06 6.4759826140140965e-06 6.470843660152894e-06 6.3408371711401846e-06 6.363354330559708e-06 6.452291595457703e-06 6.4784315962634835e-06 6.4440745861418685e-06 6.6318359917219766e-06 6.611511323957994e-06 6.619920185214779e-06 6.611729021512336e-06 6.610000962376804e-06 6.893463411347508e-06 6.960787328879361e-06 6.875927276113932e-06 6.9661497318390185e-06 7.2031553434214915e-06 7.084092690523867e-06 7.230125614249636e-06 7.148788222698866e-06 7.1981480473346696e-06 7.446335467155502e-06 7.3860102724555065e-06 7.735286433911052e-06 7.5120397766833215e-06 7.584756784199431e-06 7.509423815267602e-06 7.637216950076625e-06 7.768077122118068e-06 7.438626113776981e-06 7.594444719180063e-06 7.569450831760584e-06 7.791331430042208e-06 7.523504231063117e-06 7.481403350462773e-06 7.587777914564604e-06 7.5446869538895866e-06 7.490672026499244e-06 7.305063897498713e-06 6.996875917671416e-06 7.415596292342172e-06 7.519788834014973e-06 7.38971149212084e-06 7.2710710191612824e-06 7.114308863807911e-06 7.266077131534729e-06 7.346335910903364e-06 7.298895415634109e-06 7.40609145166779e-06 7.062530981083867e-06 7.237751688445571e-06 7.228632290282629e-06 7.393471012988899e-06 7.596976103233147e-06 7.256044846253531e-06
4	6.510231543985938e-06 6.752004071672325e-06 6.503950697367085e-06 6.57028799166765e-06 6.648803571367376e-06 6.744856241322005e-06 6.6758633413550286e-06 6.80006584455445e-06 6.838337066303668e-06 6.701746053460226e-06 6.761903721476022e-06 6.780248235143821e-06 6.747572370865474e-06 6.612522315512884e-06 6.517170992116164e-06 6.542754013882087e-06 6.525816159387831e-06 6.483435038452294e-06 6.479197934605622e-06 6.555140025575209e-06 6.6218571809947735e-06 6.534699586695714e-06 6.711589177701319e-06 6.704317419413461e-06 6.636370215683318e-06 6.68556592325845e-06 6.6812243219008925e-06 6.926054638148341e-06 7.017074973365625e-06 6.937509401490576e-06 6.970201453770089e-06 7.216482239592472e-06 7.144391289585433e-06 7.297022613828767e-06 7.211691634827622e-06 7.306999942034904e-06 7.476309820329123e-06 7.424701551187603e-06 7.819497071807835e-06 7.582710089587396e-06 7.668514854406448e-06 7.596239543439887e-06 7.743160907612582e-06 7.929194016052098e-06 7.5819803674881705e-06 7.739805317819024e-06 7.666434785343697e-06 7.946696621447792e-06 7.668546137835337e-06 7.598173293931334e-06 7.681176366040682e-06 7.638758670900097e-06 7.626566865592628e-06 7.4411631186001375e-06 7.124642589255456e-06 7.468639994696069e-06 7.602731447705406e-06 7.458539228653191e-06 7.341450593024256e-06 7.275204119096644e-06 7.394323842357531e-06 7.506738422680662e-06 7.445539888218087e-06 7.61381178125842e-06 7.195196265780445e-06 7.376512980034519e-06 7.3687865077296705e-06 7.494473768541436e-06 7.747971084302906e-06 7.394836617999547e-06
5	6.504131580712864e-06 6.716971899874253e-06 6.5597227448494745e-06 6.610769173723154e-06 6.651401928890415e-06 6.80313403456252e-06 6.77685885198415e-06 6.890569933776393e-06 6.898460119847765e-06 6.78927440520253e-06 6.841968621440535e-06 6.862425350308368e-06 6.848142896528058e-06 6.712450371158889e-06 6.6517323264034875e-06 6.630256142048304e-06 6.577834545024308e-06 6.633645124580486e-06 6.6252566244609936e-06 6.701436602400177e-06 6.772697135559983e-06 6.666690555340231e-06 6.814111915861908e-06 6.802302353921549e-06 6.686536899797205e-06 6.770278050493623e-06 6.79072100160859e-06 6.973114450487674e-06 7.076316696575802e-06 7.018688091113414e-06 6.9938412742560245e-06 7.233246350385016e-06 7.205840514867866e-06 7.351918158175143e-06 7.2895918589357355e-06 7.437392335247934e-06 7.5117802937422365e-06 7.484621601931516e-06 7.891811639928174e-06 7.667809335236092e-06 7.737147058982127e-06 7.688420873391126e-06 7.833894127744757e-06 8.07718669757377e-06 7.756732378512347e-06 7.879472404964492e-06 7.782632689378686e-06 8.066031108735478e-06 7.787049796559195e-06 7.695745593695277e-06 7.765425440581706e-06 7.707664086561188e-06 7.760322370168002e-06 7.59883639803453e-06 7.305324544919973e-06 7.542612431790815e-06 7.692207497944432e-06 7.554578264254411e-06 7.462283023902172e-06 7.476071420184176e-06 7.547319282320934e-06 7.674012329750334e-06 7.586111552303528e-06 7.813199747934928e-06 7.35177883791044e-06 7.527800979779347e-06 7.532371337125464e-06 7.599579475837251e-06 7.879819701164662e-06 7.5508144233105935e-06
6	6.46748036841553e-06 6.636009046030267e-06 6.569101729622251e-06 6.639327576497528e-06 6.6138420274220166e-06 6.8102632508685376e-06 6.860164516526048e-06 6.988523074006495e-06 6.944337009172979e-06 6.88290525024876e-06 6.923609772758994e-06 6.963640586628649e-06 6.94773007480198e-06 6.805336628442856e-06 6.788307486938558e-06 6.735224022024321e-06 6.64352393485123e-06 6.774047724841203e-06 6.794804013394683e-06 6.870703409029679e-06 6.916704483934964e-06 6.8589818963968005e-06 6.94228021434285e-06 6.897882565334751e-06 6.784564817312302e-06 6.876955332849549e-06 6.925493757862661e-06 7.031686230237471e-06 7.125944876242217e-06 7.124505078228849e-06 7.051291533386137e-06 7.259317639952621e-06 7.26094352863116e-06 7.398809618821366e-06 7.381122169102207e-06 7.577669634344329e-06 7.576416316642003e-06 7.568808035430551e-06 7.938462489407783e-06 7.755785227213898e-06 7.78022105298314e-06 7.773273481004229e-06 7.900215477726838e-06 8.188019738876912e-06 7.927156772727272e-06 7.98526679431913e-06 7.902848934852023e-06 8.125356477602712e-06 7.867972917713407e-06 7.766203493845772e-06 7.834583123451304e-06 7.7568164728435e-06 7.88352717033989e-06 7.777164481751612e-06 7.528401818871274e-06 7.639649985808604e-06 7.796459266206575e-06 7.674751100602673e-06 7.63279276419676e-06 7.682892671246498e-06 7.706307262535753e-06 7.821092840751883e-06 7.712464804819547e-06 7.976715333464863e-06 7.535605426972508e-06 7.708856103979516e-06 7.723169529354524e-06 7.71516338702731e-06 7.99386475262711e-06 7.713960495850673e-06
7	6.428689404314107e-06 6.5342681362490225e-06 6.548167025493661e-06 6.65998206795067e-06 6.574221517985642e-06 6.795715071974507e-06 6.9166871606261295e-06 7.078189076681169e-06 6.982844903930254e-06 6.9679683770028935e-06 7.025392494757376e-06 7.084794249119485e-06 7.035025358024309e-06 6.8935747222804475e-06 6.9257374224976565e-06 6.853594529319705e-06 6.740368716175905e-06 6.916195770050845e-06 6.980726962847878e-06 7.042841107772442e-06 7.075486441128776e-06 7.1172273201741045e-06 7.096166883915367e-06 6.996597444755122e-06 6.926299815059896e-06 7.016911115512734e-06 7.063769887032133e-06 7.1020564671653195e-06 7.174909252437684e-06 7.260869796674363e-06 7.1537575194412844e-06 7.296699812542662e-06 7.321723266383349e-06 7.4477225715168744e-06 7.47673451814578e-06 7.717534455470453e-06 7.678721135538596e-06 7.668907038963639e-06 7.95773837729662e-06 7.837937742189778e-06 7.801187444165609e-06 7.842020531956449e-06 7.941957466245122e-06 8.254168965364365e-06 8.062548605649612e-06 8.05362730426371e-06 8.000506035076304e-06 8.143147927333616e-06 7.930544796800134e-06 7.823914925964957e-06 7.898165242632313e-06 7.811889946381723e-06 8.001105129536715e-06 7.964630032012752e-06 7.759398221954423e-06 7.752801714176076e-06 7.920658959961027e-06 7.81498948319136e-06 7.83333970827913e-06 7.870665980834842e-06 7.856301952306948e-06 7.947133078555793e-06 7.84325660935461e-06 8.116458137447046e-06 7.756934113429516e-06 7.945305124264833e-06 7.955062087031086e-06 7.850240594706292e-06 8.121360230582623e-06 7.892477290159533e-06
8	6.4066127736933476e-06 6.439910699025034e-06 6.5209511281383015e-06 6.684660222497481e-06 6.563648331971175e-06 6.796828089358209e-06 6.950284054842159e-06 7.133292859643328e-06 7.017883722348297e-06 7.033874857721399e-06 7.147191615247552e-06 7.2088845813199925e-06 7.106875672195545e-06 6.978337598742144e-06 7.0697080683467265e-06 6.98308234426762e-06 6.8657627460730885e-06 7.072467239746313e-06 7.168767843597497e-06 7.208003223371589e-06 7.272705099617995e-06 7.410155309009247e-06 7.266455353239827e-06 7.1078585729188285e-06 7.096976057094615e-06 7.185395011283864e-06 7.1940046356597566e-06 7.193523291779622e-06 7.247445571968266e-06 7.4231767479443045e-06 7.289705803127472e-06 7.342459660028258e-06 7.4011388182939104e-06 7.498297715531202e-06 7.560905099619352e-06 7.851377237138835e-06 7.797940763842243e-06 7.76951233882346e-06 7.948832857234253e-06 7.903224528617496e-06 7.803867207467832e-06 7.88283447646436e-06 7.952277328894935e-06 8.27482058904594e-06 8.147718936004898e-06 8.089970180856068e-06 8.06121715223584e-06 8.147693565425042e-06 7.991421330924882e-06 7.886863156973609e-06 7.966851886352158e-06 7.88634498818924e-06 8.108942671500332e-06 8.133042774282031e-06 7.952828434493739e-06 7.87266587915879e-06 8.04940483712976e-06 7.966433013461203e-06 8.027100830224915e-06 8.03614306297346e-06 7.99152147942336e-06 8.070959186385543e-06 8.007262180759106e-06 8.254282532505472e-06 8.010589932217947e-06 8.233916795168262e-06 8.235646288116052e-06 8.00449918804173e-06 8.28921832642997e-06 8.10224545514181e-06
9	6.4025824151622955e-06 6.378761386734543e-06 6.5069893932545525e-06 6.726423757620394e-06 6.59548951744338e-06 6.8326968166772275e-06 6.9748404089782576e-06 7.148029365352238e-06 7.048615613193008e-06 7.078878363737428e-06 7.266597954038571e-06 7.311872689301511e-06 7.178204577926775e-06 7.067046770226761e-06 7.2186746661921005e-06 7.130599033221976e-06 7.013733886696466e-06 7.244908912440034e-06 7.349778741107676e-06 7.376629068353253e-06 7.512444440842781e-06 7.690231438321237e-06 7.450512897364697e-06 7.249352239298743e-06 7.2882697242454905e-06 7.368251605598537e-06 7.320267676355679e-06 7.315884848534218e-06 7.35925933317293e-06 7.5949611666211946e-06 7.430634413385007e-06 7.399974031156746e-06 7.506937471536004e-06 7.55122314413631e-06 7.630275103123251e-06 7.971252295411829e-06 7.90630606683591e-06 7.85083258445103e-06 7.908840336550468e-06 7.93518332968949e-06 7.798515343503784e-06 7.89107122171546e-06 7.930869575241768e-06 8.265431726659071e-06 8.17937949280931e-06 8.107581947922882e-06 8.106702018529436e-06 8.155969645164521e-06 8.06364180234267e-06 7.960230900360252e-06 8.039135748513347e-06 7.978013514463575e-06 8.20274722053114e-06 8.26309821722961e-06 8.09623812390555e-06 8.001071443268099e-06 8.176996829942467e-06 8.121651487832702e-06 8.188675137701885e-06 8.201657751576346e-06 8.124604724770476e-06 8.223226419858298e-06 8.22860576235886e-06 8.410553041867285e-06 8.286276787181252e-06 8.550869591336159e-06 8.565802516953048e-06 8.187297841291689e-06 8.515104794534514e-06 8.352951072661885e-06
10	6.41432884607491e-06 6.3612921910125595e-06 6.5180127287519015e-06 6.788058658800555e-06 6.661763878328056e-06 6.899100340920686e-06 6.999167046615373e-06 7.142604669764123e-06 7.078655331200799e-06 7.108625016025329e-06 7.353496923107414e-06 7.377588629594142e-06 7.266149374480303e-06 7.1690595453447625e-06 7.363276582496549e-06 7.305881342854311e-06 7.190927477139629e-06 7.430104216230359e-06 7.522037156037872e-06 7.571002213095456e-06 7.773454056740496e-06 7.916644231781262e-06 7.655120077072385e-06 7.43629857028283e-06 7.493969068571403e-06 7.547372118228925e-06 7.452284926003841e-06 7.457708612669346e-06 7.5100373773720936e-06 7.75610890986244e-06 7.568653959694637e-06 7.488190744819445e-06 7.64013529112405e-06 7.603568576233244e-06 7.690179547829157e-06 8.054942337929854e-06 7.978802175653079e-06 7.891029443065232e-06 7.836066274355288e-06 7.923134930838236e-06 7.795594869393522e-06 7.872161368870726e-06 7.889718443531153e-06 8.240601638390531e-06 8.168614855281466e-06 8.125283825688144e-06 8.164036067234113e-06 8.170005178004696e-06 8.148278158820352e-06 8.031959718891224e-06 8.103970923880288e-06 8.072671816353499e-06 8.28390647210197e-06 8.354262984522607e-06 8.215694516720652e-06 8.147808539192906e-06 8.318612467274018e-06 8.279732013035523e-06 8.323129696719701e-06 8.390746962324008e-06 8.282513609497534e-06 8.427600241893059e-06 8.507983762464513e-06 8.59989321929878e-06 8.588436824648827e-06 8.870697329949016e-06 8.932719470555824e-06 8.414531990933537e-06 8.800075005084446e-06 8.6454365989717e-06
