STIS Model Line Spread Function vs Aperture at 150 nm
Rel pixel      52x0.1    52x0.2    52x0.5    52x2.0
-34.514        0.0000    0.0000    0.0000    0.0005
-34.389        0.0000    0.0000    0.0000    0.0007
-34.263        0.0000    0.0000    0.0000    0.0008
-34.138        0.0000    0.0000    0.0000    0.0009
-34.012        0.0000    0.0000    0.0000    0.0010
-33.887        0.0000    0.0000    0.0000    0.0010
-33.761        0.0000    0.0000    0.0000    0.0010
-33.636        0.0000    0.0000    0.0000    0.0011
-33.510        0.0000    0.0000    0.0000    0.0011
-33.385        0.0000    0.0000    0.0000    0.0011
-33.259        0.0000    0.0000    0.0000    0.0011
-33.134        0.0000    0.0000    0.0000    0.0011
-33.008        0.0000    0.0000    0.0000    0.0011
-32.883        0.0000    0.0000    0.0000    0.0011
-32.757        0.0000    0.0000    0.0000    0.0012
-32.632        0.0000    0.0000    0.0000    0.0012
-32.506        0.0000    0.0000    0.0000    0.0012
-32.381        0.0000    0.0000    0.0000    0.0012
-32.255        0.0000    0.0000    0.0000    0.0012
-32.130        0.0000    0.0000    0.0000    0.0012
-32.004        0.0000    0.0000    0.0000    0.0012
-31.879        0.0000    0.0000    0.0000    0.0013
-31.753        0.0000    0.0000    0.0000    0.0013
-31.628        0.0000    0.0000    0.0000    0.0013
-31.502        0.0000    0.0000    0.0000    0.0013
-31.377        0.0000    0.0000    0.0000    0.0013
-31.251        0.0000    0.0000    0.0000    0.0013
-31.126        0.0000    0.0000    0.0000    0.0014
-31.000        0.0000    0.0000    0.0000    0.0014
-30.875        0.0000    0.0000    0.0000    0.0014
-30.749        0.0000    0.0000    0.0000    0.0014
-30.624        0.0000    0.0000    0.0000    0.0014
-30.498        0.0000    0.0000    0.0000    0.0014
-30.373        0.0000    0.0000    0.0000    0.0014
-30.247        0.0000    0.0000    0.0000    0.0014
-30.122        0.0000    0.0000    0.0000    0.0015
-29.996        0.0000    0.0000    0.0000    0.0015
-29.871        0.0000    0.0000    0.0000    0.0015
-29.745        0.0000    0.0000    0.0000    0.0015
-29.620        0.0000    0.0000    0.0000    0.0016
-29.494        0.0000    0.0000    0.0000    0.0016
-29.369        0.0000    0.0000    0.0000    0.0016
-29.243        0.0000    0.0000    0.0000    0.0016
-29.118        0.0000    0.0000    0.0000    0.0017
-28.992        0.0000    0.0000    0.0000    0.0017
