STIS Model Line Spread Function vs Aperture at 170 nm
Rel pixel      52x0.1    52x0.2    52x0.5    52x2.0
-42.025        0.0000    0.0000    0.0000    0.0004
-41.873        0.0000    0.0000    0.0000    0.0005
-41.722        0.0000    0.0000    0.0000    0.0006
-41.570        0.0000    0.0000    0.0000    0.0008
-41.418        0.0000    0.0000    0.0000    0.0009
-41.267        0.0000    0.0000    0.0000    0.0010
-41.115        0.0000    0.0000    0.0000    0.0011
-40.963        0.0000    0.0000    0.0000    0.0012
-40.811        0.0000    0.0000    0.0000    0.0012
-40.660        0.0000    0.0000    0.0000    0.0013
-40.508        0.0000    0.0000    0.0000    0.0013
-40.356        0.0000    0.0000    0.0000    0.0013
-40.205        0.0000    0.0000    0.0000    0.0014
-40.053        0.0000    0.0000    0.0000    0.0014
-39.901        0.0000    0.0000    0.0000    0.0014
-39.749        0.0000    0.0000    0.0000    0.0014
-39.598        0.0000    0.0000    0.0000    0.0014
-39.446        0.0000    0.0000    0.0000    0.0015
-39.294        0.0000    0.0000    0.0000    0.0015
-39.143        0.0000    0.0000    0.0000    0.0015
-38.991        0.0000    0.0000    0.0000    0.0015
-38.839        0.0000    0.0000    0.0000    0.0015
-38.687        0.0000    0.0000    0.0000    0.0015
-38.536        0.0000    0.0000    0.0000    0.0015
-38.384        0.0000    0.0000    0.0000    0.0016
-38.232        0.0000    0.0000    0.0000    0.0016
-38.081        0.0000    0.0000    0.0000    0.0016
-37.929        0.0000    0.0000    0.0000    0.0016
-37.777        0.0000    0.0000    0.0000    0.0016
-37.625        0.0000    0.0000    0.0000    0.0016
-37.474        0.0000    0.0000    0.0000    0.0016
-37.322        0.0000    0.0000    0.0000    0.0016
-37.170        0.0000    0.0000    0.0000    0.0017
-37.019        0.0000    0.0000    0.0000    0.0017
-36.867        0.0000    0.0000    0.0000    0.0017
-36.715        0.0000    0.0000    0.0000    0.0017
-36.563        0.0000    0.0000    0.0000    0.0017
-36.412        0.0000    0.0000    0.0000    0.0017
-36.260        0.0000    0.0000    0.0000    0.0017
-36.108        0.0000    0.0000    0.0000    0.0018
-35.957        0.0000    0.0000    0.0000    0.0018
-35.805        0.0000    0.0000    0.0000    0.0018
-35.653        0.0000    0.0000    0.0000    0.0018
-35.501        0.0000    0.0000    0.0000    0.0018
-35.350        0.0000    0.0000    0.0000    0.0018
-35.198        0.0000    0.0000    0.0000    0.0019
-35.046        0.0000    0.0000    0.0000    0.0019
-34.894        0.0000    0.0000    0.0000    0.0019
-34.743        0.0000    0.0000    0.0000    0.0019
