STIS Model Line Spread Function vs Aperture at 240 nm
Rel pixel    0.1x0.03  0.1x0.09   0.1x0.2     6x0.2
  6.119        0.0014    0.0015    0.0016    0.0017
  6.197        0.0013    0.0013    0.0015    0.0016
  6.274        0.0012    0.0012    0.0013    0.0014
  6.352        0.0011    0.0011    0.0012    0.0013
  6.429        0.0010    0.0010    0.0011    0.0012
  6.507        0.0009    0.0010    0.0011    0.0011
  6.584        0.0008    0.0009    0.0010    0.0010
  6.661        0.0008    0.0008    0.0009    0.0010
  6.739        0.0007    0.0007    0.0008    0.0009
  6.816        0.0006    0.0007    0.0008    0.0008
  6.894        0.0006    0.0006    0.0007    0.0008
  6.971        0.0005    0.0006    0.0006    0.0007
  7.049        0.0005    0.0005    0.0006    0.0006
  7.126        0.0005    0.0005    0.0005    0.0006
  7.204        0.0004    0.0004    0.0005    0.0005
  7.281        0.0004    0.0004    0.0005    0.0005
  7.359        0.0003    0.0004    0.0004    0.0005
  7.436        0.0003    0.0003    0.0004    0.0004
  7.514        0.0003    0.0003    0.0004    0.0004
  7.591        0.0003    0.0003    0.0003    0.0004
  7.668        0.0002    0.0003    0.0003    0.0003
  7.746        0.0002    0.0002    0.0003    0.0003
  7.823        0.0002    0.0002    0.0002    0.0003
  7.901        0.0002    0.0002    0.0002    0.0003
  7.978        0.0002    0.0002    0.0002    0.0002
  8.056        0.0002    0.0002    0.0002    0.0002
  8.133        0.0001    0.0002    0.0002    0.0002
  8.211        0.0001    0.0001    0.0002    0.0002
  8.288        0.0001    0.0001    0.0001    0.0002
  8.366        0.0001    0.0001    0.0001    0.0001
  8.443        0.0001    0.0001    0.0001    0.0001
  8.521        0.0001    0.0001    0.0001    0.0001
  8.598        0.0001    0.0001    0.0001    0.0001
  
