STIS Model Line Spread Function vs Aperture at 240 nm
Rel pixel    0.1x0.03  0.2x0.06   0.2x0.2     6x0.2
 -2.703        0.0259    0.0262    0.0481    0.0560
 -2.599        0.0275    0.0281    0.0530    0.0619
 -2.495        0.0293    0.0303    0.0582    0.0680
 -2.391        0.0313    0.0328    0.0640    0.0745
 -2.287        0.0336    0.0360    0.0703    0.0816
 -2.183        0.0364    0.0400    0.0776    0.0893
 -2.079        0.0400    0.0454    0.0859    0.0981
 -1.975        0.0447    0.0525    0.0958    0.1081
 -1.871        0.0512    0.0621    0.1076    0.1200
 -1.767        0.0602    0.0749    0.1219    0.1340
 -1.663        0.0726    0.0918    0.1393    0.1508
 -1.559        0.0898    0.1139    0.1603    0.1708
 -1.455        0.1131    0.1421    0.1855    0.1947
 -1.351        0.1439    0.1774    0.2155    0.2230
 -1.248        0.1840    0.2205    0.2508    0.2560
 -1.144        0.2343    0.2717    0.2914    0.2938
 -1.040        0.2957    0.3310    0.3372    0.3364
 -0.936        0.3681    0.3975    0.3877    0.3834
 -0.832        0.4504    0.4699    0.4420    0.4336
 -0.728        0.5403    0.5459    0.4986    0.4859
 -0.624        0.6343    0.6226    0.5554    0.5384
 -0.520        0.7277    0.6967    0.6102    0.5889
 -0.416        0.8152    0.7645    0.6603    0.6351
 -0.312        0.8910    0.8224    0.7031    0.6745
 -0.208        0.9498    0.8668    0.7362    0.7050
 -0.104        0.9871    0.8952    0.7577    0.7247
  0.000        1.0000    0.9057    0.7663    0.7326
  0.104        0.9875    0.8978    0.7615    0.7280
  0.208        0.9507    0.8719    0.7437    0.7115
  0.312        0.8923    0.8296    0.7140    0.6841
  0.416        0.8168    0.7736    0.6743    0.6474
  0.520        0.7295    0.7072    0.6269    0.6037
  0.624        0.6361    0.6339    0.5743    0.5551
  0.728        0.5421    0.5576    0.5190    0.5041
  0.832        0.4520    0.4815    0.4634    0.4528
  0.936        0.3695    0.4086    0.4094    0.4029
  1.040        0.2969    0.3412    0.3584    0.3558
  1.144        0.2353    0.2808    0.3116    0.3125
  1.248        0.1848    0.2284    0.2696    0.2736
  1.351        0.1446    0.1840    0.2326    0.2392
  1.455        0.1135    0.1475    0.2006    0.2094
  1.559        0.0901    0.1182    0.1733    0.1839
  1.663        0.0729    0.0952    0.1503    0.1623
  1.767        0.0604    0.0775    0.1312    0.1441
  1.871        0.0513    0.0640    0.1154    0.1289
  1.975        0.0448    0.0539    0.1024    0.1161
  2.079        0.0400    0.0464    0.0917    0.1053
  2.183        0.0364    0.0408    0.0827    0.0961
  2.287        0.0336    0.0366    0.0750    0.0879
  2.391        0.0313    0.0333    0.0684    0.0806
  2.495        0.0293    0.0306    0.0624    0.0738
  2.599        0.0275    0.0284    0.0570    0.0674
  2.703        0.0259    0.0265    0.0519    0.0612
  2.807        0.0243    0.0248    0.0471    0.0553
  2.911        0.0228    0.0233    0.0426    0.0497
  3.015        0.0214    0.0218    0.0382    0.0443
  3.119        0.0201    0.0204    0.0342    0.0393
  3.223        0.0188    0.0191    0.0305    0.0346
  3.327        0.0175    0.0178    0.0271    0.0305
  3.431        0.0163    0.0166    0.0240    0.0267
  3.535        0.0151    0.0154    0.0214    0.0235
  3.639        0.0140    0.0143    0.0190    0.0206
  3.743        0.0130    0.0133    0.0170    0.0182
  3.846        0.0120    0.0123    0.0152    0.0162
  3.950        0.0111    0.0114    0.0137    0.0145
  4.054        0.0102    0.0105    0.0124    0.0130
  4.158        0.0094    0.0096    0.0113    0.0118
  4.262        0.0086    0.0088    0.0103    0.0107
  4.366        0.0079    0.0081    0.0094    0.0098
  4.470        0.0072    0.0074    0.0086    0.0089
  4.574        0.0066    0.0068    0.0078    0.0082
  4.678        0.0060    0.0062    0.0072    0.0075
  4.782        0.0054    0.0056    0.0066    0.0069
  4.886        0.0049    0.0051    0.0060    0.0063
  4.990        0.0045    0.0047    0.0055    0.0058
  5.094        0.0040    0.0042    0.0050    0.0053
  5.198        0.0037    0.0038    0.0046    0.0048
  5.302        0.0033    0.0035    0.0042    0.0044
  5.406        0.0030    0.0031    0.0038    0.0040
  5.510        0.0027    0.0028    0.0035    0.0036
  5.614        0.0024    0.0025    0.0031    0.0033
  5.718        0.0022    0.0023    0.0028    0.0030
  5.822        0.0019    0.0020    0.0026    0.0027
  5.926        0.0017    0.0018    0.0023    0.0025
  6.030        0.0016    0.0016    0.0021    0.0022
  6.134        0.0014    0.0015    0.0019    0.0020
  6.238        0.0012    0.0013    0.0017    0.0018
  6.341        0.0011    0.0012    0.0015    0.0017
  6.445        0.0010    0.0011    0.0014    0.0015
  6.549        0.0009    0.0009    0.0013    0.0013
  6.653        0.0008    0.0008    0.0011    0.0012
  6.757        0.0007    0.0008    0.0010    0.0011
  6.861        0.0006    0.0007    0.0009    0.0010
  6.965        0.0006    0.0006    0.0008    0.0009
  7.069        0.0005    0.0005    0.0007    0.0008
  7.173        0.0004    0.0005    0.0007    0.0007
  7.277        0.0004    0.0004    0.0006    0.0006
  7.381        0.0004    0.0004    0.0005    0.0006
  7.485        0.0003    0.0003    0.0005    0.0005
  7.589        0.0003    0.0003    0.0004    0.0005
  7.693        0.0003    0.0003    0.0004    0.0004
  7.797        0.0002    0.0002    0.0003    0.0004
  7.901        0.0002    0.0002    0.0003    0.0003
  8.005        0.0002    0.0002    0.0003    0.0003
  8.109        0.0002    0.0002    0.0002    0.0003
  8.213        0.0001    0.0001    0.0002    0.0002
  8.317        0.0001    0.0001    0.0002    0.0002
  8.421        0.0001    0.0001    0.0002    0.0002
  8.525        0.0001    0.0001    0.0002    0.0002
  8.629        0.0001    0.0001    0.0001    0.0001
  8.733        0.0001    0.0001    0.0001    0.0001
  
