STIS Model Line Spread Function vs Aperture at 170 nm
Rel pixel    0.1x0.03  0.1x0.09   0.1x0.2     6x0.2
  3.098        0.0168    0.0170    0.0212    0.0249
  3.176        0.0163    0.0165    0.0198    0.0228
  3.253        0.0158    0.0159    0.0186    0.0210
  3.331        0.0153    0.0154    0.0175    0.0194
  3.408        0.0148    0.0149    0.0166    0.0181
  3.486        0.0143    0.0144    0.0157    0.0169
  3.563        0.0138    0.0140    0.0150    0.0159
  3.641        0.0134    0.0135    0.0143    0.0150
  3.718        0.0129    0.0130    0.0137    0.0143
  3.796        0.0125    0.0126    0.0131    0.0136
  3.873        0.0120    0.0121    0.0126    0.0130
  3.950        0.0116    0.0117    0.0121    0.0124
  4.028        0.0112    0.0113    0.0116    0.0119
  4.105        0.0107    0.0109    0.0112    0.0114
  4.183        0.0103    0.0105    0.0107    0.0109
  4.260        0.0099    0.0101    0.0103    0.0105
  4.338        0.0095    0.0097    0.0099    0.0101
  4.415        0.0091    0.0093    0.0095    0.0097
  4.493        0.0088    0.0089    0.0091    0.0093
  4.570        0.0084    0.0085    0.0088    0.0089
  4.648        0.0081    0.0082    0.0084    0.0086
  4.725        0.0077    0.0078    0.0081    0.0082
  4.802        0.0074    0.0075    0.0077    0.0079
  4.880        0.0070    0.0072    0.0074    0.0076
  4.957        0.0067    0.0069    0.0071    0.0073
  5.035        0.0064    0.0065    0.0068    0.0069
  5.112        0.0061    0.0062    0.0065    0.0066
  5.190        0.0058    0.0060    0.0062    0.0063
  5.267        0.0056    0.0057    0.0059    0.0061
  5.345        0.0053    0.0054    0.0056    0.0058
  5.422        0.0050    0.0051    0.0053    0.0055
  5.500        0.0048    0.0049    0.0051    0.0053
  5.577        0.0045    0.0047    0.0048    0.0050
  5.655        0.0043    0.0044    0.0046    0.0048
  5.732        0.0041    0.0042    0.0044    0.0045
  5.809        0.0039    0.0040    0.0042    0.0043
  5.887        0.0037    0.0038    0.0040    0.0041
  5.964        0.0035    0.0036    0.0038    0.0039
  6.042        0.0033    0.0034    0.0036    0.0037
  6.119        0.0031    0.0032    0.0034    0.0035
  6.197        0.0029    0.0030    0.0032    0.0033
  6.274        0.0028    0.0029    0.0030    0.0032
  6.352        0.0026    0.0027    0.0029    0.0030
  6.429        0.0025    0.0025    0.0027    0.0028
  6.507        0.0023    0.0024    0.0026    0.0027
  6.584        0.0022    0.0023    0.0024    0.0025
  6.661        0.0021    0.0021    0.0023    0.0024
  6.739        0.0019    0.0020    0.0021    0.0023
  6.816        0.0018    0.0019    0.0020    0.0021
  6.894        0.0017    0.0018    0.0019    0.0020
  6.971        0.0016    0.0017    0.0018    0.0019
  7.049        0.0015    0.0016    0.0017    0.0018
  7.126        0.0014    0.0015    0.0016    0.0017
  7.204        0.0013    0.0014    0.0015    0.0016
  7.281        0.0012    0.0013    0.0014    0.0015
  7.359        0.0012    0.0012    0.0013    0.0014
  7.436        0.0011    0.0011    0.0012    0.0013
  7.514        0.0010    0.0011    0.0011    0.0012
  7.591        0.0009    0.0010    0.0011    0.0011
  7.668        0.0009    0.0009    0.0010    0.0011
  7.746        0.0008    0.0009    0.0009    0.0010
  7.823        0.0008    0.0008    0.0009    0.0009
  7.901        0.0007    0.0007    0.0008    0.0009
  7.978        0.0007    0.0007    0.0008    0.0008
  8.056        0.0006    0.0006    0.0007    0.0008
  8.133        0.0006    0.0006    0.0007    0.0007
  8.211        0.0005    0.0006    0.0006    0.0007
  8.288        0.0005    0.0005    0.0006    0.0006
  8.366        0.0005    0.0005    0.0005    0.0006
  8.443        0.0004    0.0004    0.0005    0.0005
  8.521        0.0004    0.0004    0.0005    0.0005
  8.598        0.0004    0.0004    0.0004    0.0005
  8.675        0.0003    0.0004    0.0004    0.0004
  8.753        0.0003    0.0003    0.0004    0.0004
  8.830        0.0003    0.0003    0.0003    0.0004
  8.908        0.0003    0.0003    0.0003    0.0003
  8.985        0.0002    0.0003    0.0003    0.0003
  9.063        0.0002    0.0002    0.0003    0.0003
  9.140        0.0002    0.0002    0.0003    0.0003
  9.218        0.0002    0.0002    0.0002    0.0003
  9.295        0.0002    0.0002    0.0002    0.0002
  9.373        0.0002    0.0002    0.0002    0.0002
  9.450        0.0002    0.0002    0.0002    0.0002
  9.527        0.0001    0.0001    0.0002    0.0002
  9.605        0.0001    0.0001    0.0002    0.0002
  9.682        0.0001    0.0001    0.0001    0.0002
  9.760        0.0001    0.0001    0.0001    0.0001
  9.837        0.0001    0.0001    0.0001    0.0001
  9.915        0.0001    0.0001    0.0001    0.0001
  
